SKU,Title,Image,Manufacturer (Brand),Released Date,Price,Specifications,Descriptions,URL
goodsmile9050,b'Medicchu Utaha Kasumigaoka ',https:////images.goodsmile.info/cgm/images/product/20191203/9050/65728/large/b6c13ea85aebd20894a8d310bd419167.jpg,b'\n                          Phat!\n                      ',2021/01,"b'\xc2\xa53,900\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale figure with stand included. Approximately 70mm in height.,"b'\nThe third figure in the Medicchu Saekano series is Utaha!\nFrom the popular anime series ""Saekano: How to Raise a Boring Girlfriend \xe2\x99\xad"" comes a cute Medicchu figure of Utaha Kasumigaoka! Utaha is crossing her arms and has a suggestive smile on her face. Be sure to add her to your collection along with Medicchu Megumi Kato and Medicchu Eriri Spencer Sawamura!\n'",https://www.goodsmile.info/en/product/9050/Medicchu+Utaha+Kasumigaoka.html
goodsmile10308,Dioramansion 150: Racing Miku Pit 2020 Optional Panel (Pit A / Pit B / Pit C / Pit D) ,https:////images.goodsmile.info/cgm/images/product/20201026/10308/76436/large/3b80892343d7e2da2922622e42486958.jpg,"
                          PLM
                      ",2021/01,"¥2,500 Each
                       (Before Tax)
                      "," Material: ABS (UV Inkjet Print), PMMA. Contents: 1x Main Panel + 1x Acrylic Stand. 2x Clips A/B Size: Approx. 150mm x 150mm","
Connect, stack and display your favorite figures with these assemblable background panels!
Presenting Dioramansion 150: Racing Miku 2020 optional panels! These special optional panels are designed to connect to the Dioramansion 150 Racing Miku Pit series for more display opportunities than before! The panel illustrations feature support illustrations of Racing Miku 2020 by LEN[A-7]!
The panels make a great display background when put together with the Dioramansion set, and an acrylic stand is also included to put just the illustration on display as well - plus it also makes for a great item to get signatures on during pit lane walks! A set of Dioramansion clips is also included allowing you to connect the panels in various different ways - make your very own custom display space or storage space!
*This is a GSR coupon item.
*May be sold as a presale item at certain events.
",https://www.goodsmile.info/en/product/10308/Dioramansion+150+Racing+Miku+Pit+2020+Optional+Panel+Pit+A+Pit+B+Pit+C+Pit+D.html
goodsmile9916,MODEROID Shinkalion E5 Hayabusa Mk II ,https:////images.goodsmile.info/cgm/images/product/20200812/9916/73206/large/a557ddabb89d67f8e1b5fea18e3527fc.jpg,"
                          Good Smile Company
                      ",2021/01,"¥3,545
                       (Before Tax)
                      ", PS/ABS assemblable plastic model kit. Not to scale. Approximately 135mm in height when built.,"
The next evolution!! A new plastic model of the Shinkalion E5 Hayabusa Mk II!
From ""Shinkansen Henkei Robo Shinkalion"" comes a plastic model of Shinkalion E5 Hayabusa Mk II! The mecha has been brought to life while preserving its unique appearance from the show. It features fully articulated joints and comes with the Kaisatsu Sword and Sword Case. Additionally, Interchangeable chest area parts allow you to recreate it in Dual Gran Cross firing mode.
The model kit is made of PS and ABS plastic with POM used in some places and features runners separated into four colors (green, white, gray and gold). Some parts are pre-painted and decals are included, so all it takes is a simple assembly to recreate the mecha from the series.
*This model is meant for display in Shinkalion mode. The model cannot be transformed into Shinkansen mode.

Also available: MODEROID Black Shinkalion Kurenai

MODEROID Special Site
https://www.goodsmile.info/en/moderoid/


",https://www.goodsmile.info/en/product/9916/MODEROID+Shinkalion+E5+Hayabusa+Mk+II.html
goodsmile9892,Shio ,https:////images.goodsmile.info/cgm/images/product/20200803/9892/72880/large/7815be1151284bf7586dd0b54b45f8ad.jpg,"
                          WING
                      ",2021/01,"¥17,500
                       (Before Tax)
                      ", Painted 1/8th scale ABS&PVC product with stand included. Approximately 260mm in height.,"
A scale figure of Shio from ""GOD EATER""!
From the teamwork-based speed hunting game ""GOD EATER"" comes a 1/8th scale figure of the Aragami girl Shio! The Fenrir flag she wears as an outfit and the God Arc grown from her hand have been carefully recreated. Be sure to take a closer look at her innocent, energetic face and pose and her detailed God Arc when you take her home!
",https://www.goodsmile.info/en/product/9892/Shio.html
goodsmile3794,figma Pit ,https:////images.goodsmile.info/cgm/images/product/20121219/3794/70873/large/71fab4bd050d1b8968051092cb630667.jpg,"
                          Good Smile Company
                      ",2021/01,"¥7,500
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 120mm in height,"
The captain of Palutena's royal bodyguards!
From the Nintendo 3DS game 'Kid Icarus: Uprising' comes a rerelease of the figma of the main character, Pit!

Using the smooth yet posable joints of figma, you can act out a variety of different scenes.
A flexible plastic is used for important areas, allowing proportions to be kept without compromising posability.
He comes with a smiling expression as well as a valiant shouting expression.
His weapon 'Palutena's Holy Bow' is included in three different forms. A hand part with a glove and a halo part are also included.
A Monoeye is also included as one of the Underworld monsters for Pit to battle against. His eye can be moved left and right.
An articulated figma stand is included, which allows various poses to be taken.

*The AR card for use in the 3DS game 'Kid Icarus: Uprising' that was included with the first edition is not included.
",https://www.goodsmile.info/en/product/3794/figma+Pit.html
goodsmile3795,figma Dark Pit ,https:////images.goodsmile.info/cgm/images/product/20121219/3795/70880/large/0c56d7d4cfbe58875649408e9b6a2b95.jpg,"
                          Good Smile Company
                      ",2021/01,"¥7,500
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 120mm in height,"
The Wings of Freedom, Dark Pit!
From the Nintendo 3DS game 'Kid Icarus: Uprising' comes a rerelease of the figma of the Pittoo, or 'Dark Pit', the character with black wings that appeared before Pit!

Using the smooth yet posable joints of figma, you can act out a variety of different scenes.
A flexible plastic is used for important areas, allowing proportions to be kept without compromising posability.
He comes with both a glaring expression and a more upset-looking shouting expression.
The staff he uses named after himself, 'Pittoo Staff' as well as his Silver Bow are both included.
An articulated figma stand is included, which allows various poses to be taken.

*The AR card for use in the 3DS game 'Kid Icarus: Uprising' that was included with the first edition is not included.
",https://www.goodsmile.info/en/product/3795/figma+Dark+Pit.html
goodsmile9439,Nendoroid Doll Ruler: Casual Ver. ,https:////images.goodsmile.info/cgm/images/product/20200421/9439/69099/large/21411fb09baf3da59aa9f50645da216a.jpg,"
                          Good Smile Company
                      ",2021/01,"¥6,200
                       (Before Tax)
                      "," Painted ABS&PVC non-scale articulated figure with stand included. Approximately 140mm in height. Materials: Cotton, Polyester, Magnets.","
Ruler is now a Nendoroid Doll!
From the anime series ""Fate/Apocrypha"" comes a Nendoroid Doll of Ruler, the mediator of the Great Holy Grail War summoned by the Holy Grail, in her casual outfit! Nendoroid Dolls feature the same Nendoroid heads, but an alternate doll-like body that is highly articulated and can easily be dressed-up into different outfits while still remaining a palm-sized action figure! Be sure to add Ruler in her faithfully recreated outfit to your collection!
*Skin tone of this Nendoroid Doll is a special color to match that of the original character.

Set Contents:
Figure
Jacket
Top
Shorts
Knee-High Socks
Loafers (with Magnets in Soles)
Interchangeable Hand Parts (Closed Hands (Left/Right) / Pointing Hands (Left/Right))
Magnetic Base (For Magnetic Soled Shoes)
Articulated Stand


Also available: Nendoroid Doll Rider of ""Black"": Casual Ver., Nendoroid Doll Saber of ""Red"": Casual Ver.

",https://www.goodsmile.info/en/product/9439/Nendoroid+Doll+Ruler+Casual+Ver.html
goodsmile8974,b'Nendoroid Iron Man Mark 85: Endgame Ver. DX ',https:////images.goodsmile.info/cgm/images/product/20191113/8974/65127/large/ac9f44bc928915315988e72e459579db.jpg,b'\n                          Good Smile Company\n                      ',2021/01,"b'\xc2\xa57,273\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale fully articulated figure with stand included. Approximately 100mm in height.,"b'\nFrom ""Avengers: Endgame"" comes a DX Nendoroid of Iron Man!\nFrom ""Avengers: Endgame"" comes a rerelease of the DX Nendoroid of Iron Man Mark 85! The Nendoroid features full articulation and metallic paintwork, making for an impressively detailed recreation. The partition lines of the figure match with Iron Man\'s suit, ensuring he looks great no matter how you pose him. Both masked and unmasked head parts are included allowing you to display him either way. Using the included Repulsor effect parts, you can easily recreate action scenes from the film.\nThe DX version includes the Nano Light Refocuser as well as a miniature-sized figure of Rescue, allowing you to recreate a wide variety of battle scenes. An interchangeable arm part equipped with the Infinity Stones is included in order to recreate the scene from the end of the film.\nA special stand base based on the final battle from the film is also included, and can be displayed side-by-side with the base included with Nendoroid Captain America: Endgame Edition DX Ver. (sold separately). Be sure to add him to your collection!\nMARVEL, \xe3\x83\x9e\xe3\x83\xbc\xe3\x83\x99\xe3\x83\xab, \xe6\xbc\xab\xe5\xa8\x81\n'",https://www.goodsmile.info/en/product/8974/Nendoroid+Iron+Man+Mark+85+Endgame+Ver+DX.html
goodsmile6364,Nendoroid Belle ,https:////images.goodsmile.info/cgm/images/product/20170404/6364/44720/large/6376d77058081d4179c84de630564009.jpg,"
                          Good Smile Company
                      ",2021/4,"¥5,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.Beast Clear Sheet: Approx. 130mm x 130mm in size.,"
The Disney Princess who wanted an adventure like those in her beloved books.
From Disney's animated feature film ""Beauty and the Beast"" comes a rerelease of Nendoroid Belle! She comes with two different face plates that both capture her personality and allow for all sorts of cute and fun poses!
The figure has been sculpted wearing the memorable yellow dress from the ballroom scene, which has been carefully converted into Nendoroid size and painted with great attention to detail. Combined with the two different face plates, the Nendoroid allows fans to create various different situations in Nendoroid size.
Optional parts include both Mrs. Potts and Chip, as well as the enchanted rose and the magic mirror that showed the Beast. A clear sheet featuring the Beast is also included together with a stand to display beside her. Be sure to add this adorable Disney Princess to your collection!
",https://www.goodsmile.info/en/product/6364/Nendoroid+Belle.html
goodsmile9711,Nendoroid Catarina Claes ,https:////images.goodsmile.info/cgm/images/product/20200630/9711/71531/large/2873b2fef19273caea217854a9f715ab.jpg,"
                          Good Smile Company
                      ",2021/01,"¥4,636
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""You people should try being reborn as Catarina just once, let's see how you like that!""
From the popular anime series ""My Next Life as a Villainess: All Routes Lead to Doom!"" comes a Nendoroid of the main character Catarina Claes! She comes with three face plates including a standard expression, a smiling expression and a deliberating expression for displaying Catarina while she's having a meeting inside of her head. 
Optional parts include a hoe, a muffin, a romance novel and an Earth Bump, allowing you to recreate all kinds of different scenes from the show. Be sure to add her to your collection!
",https://www.goodsmile.info/en/product/9711/Nendoroid+Catarina+Claes.html
goodsmile9714,Mikan Yuki: Bare Leg Bunny Ver. ,https:////images.goodsmile.info/cgm/images/product/20200630/9714/71508/large/59d9a47b7b0bb9a9ff2886fde4098b4e.jpg,"
                          FREEing
                      ",2021/01,"¥22,000
                       (Before Tax)
                      ", Painted 1/4th scale PVC product. Approximately 300mm in height.,"
The ultimate little sister now in a Bare Leg Bunny version!
From the popular series ""To Love-Ru Darkness"" comes a bare leg bunny figure of Mikan Yuki! The figure is an impressive 1/4th scale and features specially features Mikan's bare legs. Be sure to display with Golden Darkness: Bare Leg Bunny Ver., Momo Belia Deviluke: Bare Leg Bunny Ver. and Yui Kotegawa: Bare Leg Bunny Ver. (all sold separately) and create your own To Love-Ru bunny girl harem!
",https://www.goodsmile.info/en/product/9714/Mikan+Yuki+Bare+Leg+Bunny+Ver.html
goodsmile9380,figma Female Body (Emily) with Hoodie Outfit ,https:////images.goodsmile.info/cgm/images/product/20200324/9380/68566/large/cab2bc53dbb6bb1eac24bcb3cf69781c.jpg,"

                            Max Factory
                          
",2021/01,"¥5,727
                       (Before Tax)
                      "," Painted ABS&PVC non-scale articulated figure with stand included. Approximately 130mm in height. Outfit Materials: Cotton, Polyester, Nylon.","
Emily in a hoodie!
Presenting the original character Emily in a hoodie!

She comes with a smiling face plate.
Her outfit features a real fabric hoodie and skirt for a more casual look.
Figure is an underwear version of figma Female Swimsuit Body (Emily) Type 2. She can be dressed in different clothes, and the figure is standard figma size, allowing you to switch head parts with other characters! (Not compatible with all figmas.)
An articulated figma stand is included, which allows various poses to be taken.


Also available: figma Styles Hoodie Outfit
",https://www.goodsmile.info/en/product/9380/figma+Female+Body+Emily+with+Hoodie+Outfit.html
goodsmile9949,COMBAT ARMORS MAX22: Combat Armor Dougram - Update ver. ,https:////images.goodsmile.info/cgm/images/product/20200821/9949/76541/large/164d9f147456ed4d197dddd1f51674a0.jpg,"

                            Max Factory
                          
",2021/01,"¥4,500
                       (Before Tax)
                      ", PS&PE assemblable plastic model kit. Water-application decals included. 1/72 Scale. Approximately 135mm in height.,"
An update of Max Factory's first Dougram plastic model!
A renewal version of the original Combat Armor Dougram plastic model released by Max Factory in 2014! The model features brand new parts!
The unique cockpit design, large linear cannon and massive legs have all been carefully created in plastic model form. In addition to the Dougram and a miniature figure of the main character Crinn, a miniature figure of the mechanic Huckle is also included. Be sure to add this model to your collection!

This model kit makes use of snap-fit connections. (Glue required for some parts.)
Each joint makes use of a poly-cap, allowing for smooth and easy posing of the finished product.
A pilot figure that can be placed in the cockpit is included.
Miniature figures of Crinn and Huckle are included.
The various markings on the Dougram are included as water-application decals.
The kit was designed in cooperation with mechanical designer Takahiro Yamada.
The box art features illustrations by Hidetaka Tenjin.

",https://www.goodsmile.info/en/product/9949/COMBAT+ARMORS+MAX22+Combat+Armor+Dougram+Update+ver.html
goodsmile10029,b'POP UP PARADE Kokoro Tsurumaki ',https:////images.goodsmile.info/cgm/images/product/20200909/10029/74065/large/d684f2541af9ea8f0cd6b565d867705b.jpg,b'\n                          Good Smile Company\n                      ',2021/01,"b'\xc2\xa53,545\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 170mm in height.,"b'\n""Happy! Lucky! Smile! Yay!!""\nPOP UP PARADE is a new series of figures that are easy to collect with affordable prices and releases planned just four months after preorders begin! Each figure typically stands around 17-18cm in height and the series features a vast selection of characters from popular anime and game series, with many more to be added soon!\nFrom the popular smartphone game ""BanG Dream! Girls Band Party!"" comes Kokoro Tsurumaki, the vocalist of ""Hello, Happy World!""! She\'s been recreated in her casual clothing based on the artwork from the \xe2\x98\x861 card [Hanasakigawa Dimension]. There are more POP UP PARADE figures from ""BanG Dream!"" on the way, so be sure to collect them all!\n\xe2\x96\xbcSpecial Site\nhttps://special.goodsmile.info/popupparade/en/\n\n\n'",https://www.goodsmile.info/en/product/10029/POP+UP+PARADE+Kokoro+Tsurumaki.html
goodsmile9950,PLAMAX MS-09 Black Metal Jacket RYUOUMARU ,https:////images.goodsmile.info/cgm/images/product/20200821/9950/76452/large/7ccca04aa8449bcc40f8cf4482df14a4.jpg,"

                            Max Factory
                          
",2021/01,"¥5,000
                       (Before Tax)
                      ", ABS&PS&PE ready-to-assemble non-scale plastic model kit. Foil stickers included. Approximately 80mm in height.,"
The Black Metal Jacket series begins!
From Max Factory's popular PLAMAX plastic models from ""Mashin Hero Wataru"" comes a Black Metal Jacket series of plastic models! The Black Metal Jacket plastic model features new runner colors, black metal plate parts and some painted parts, making for a special new model! The first in the series is Black Metal Jacket RYUOUMARU!

This black version of the figure features new colors of runners.
Black metal plate parts are also included.
The eyes, insignia on the shoulders and the dragon crest on its forehead have been recreated.

Also available: PLAMAX MS-08 Metal Jacket JYAKOMARU
",https://www.goodsmile.info/en/product/9950/PLAMAX+MS+09+Black+Metal+Jacket+RYUOUMARU.html
goodsmile9070,Parfom R! Yumi ,https:////images.goodsmile.info/cgm/images/product/20191210/9070/65944/large/9247d12ab3f891d9e0e011c02580e99d.jpg,"
                          Phat!
                      ",2021/01,"¥6,500
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 140mm in height.,"
A Parfom R! figure of Yumi!
The Parfom action figure series co-developed with garage kit dealer 'RyunRyunTei' Ryuntaro is back as the brand-new ""Parfom R!"" series, featuring even more articulation than before! The third figure to join the series is Yumi from ""SENRAN KAGURA PEACH BEACH SPLASH"" in her swimsuit from the game! 
She comes with three face plates including one looking forward with a smiling expression, one looking left and one featuring her expression seen in her Kunekune Finish in the game. Her assault rifle type water gun is included! Look out for Parfom R! Asuka (sold separately) coming soon!
",https://www.goodsmile.info/en/product/9070/Parfom+R+Yumi.html
goodsmile9157,b'Nendoroid Thor: Endgame Ver. DX ',https:////images.goodsmile.info/cgm/images/product/20200109/9157/66686/large/112703a48e5eec87fa5d66b06f679b02.jpg,b'\n                          Good Smile Company\n                      ',2021/01,"b'\xc2\xa57,273\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale fully articulated figure with stand included. Approximately 100mm in height.,"b'\nA DX Nendoroid of Thor from ""Avengers: Endgame""!\nFrom ""Avengers: Endgame"" comes a rerelease of the fully articulated Nendoroid of Thor! Thor has been carefully recreated right down to the different colors of his eyes.\nHe comes with Mjolnir, Stormbreaker and lightning effect parts, allowing you to recreate scenes from the final battle with Thanos. Additionally, Mjolnir and Stormbreaker can be displayed on independent support arms, making it easy to display Thor summoning his weapons back to him.\nThe DX set includes a two additional face plates\xe2\x81\xa0\xe2\x80\x94a playful smiling expression and a cool shouting expression. A Nendoroid body attachment part is also included, allowing you to display him as the iconic ""Fat Thor"" from the film.\nA special base for recreating the final scene from the film is also included, and can be displayed side-by-side with the bases included with Nendoroid Iron Man Mark 85: Endgame Ver. DX and Nendoroid Captain America: Endgame Edition DX Ver. (sold separately). Be sure to add him to your collection!\n'",https://www.goodsmile.info/en/product/9157/Nendoroid+Thor+Endgame+Ver+DX.html
goodsmile5964,b'figma Link: Twilight Princess ver. ',https:////images.goodsmile.info/cgm/images/product/20160916/5964/41476/large/beb9da481565ad0cb818d2cfe0ba357c.jpg,b'\n                          Good Smile Company\n                      ',2021/01,"b'\xc2\xa56,500\n                       (Before Tax)\n                      '", ABS&PVC non-scale articulated figure with stand included. Approximately 140mm in height,"b'\nThe hero guided by the Triforce joins the figma series!\nFrom ""The Legend of Zelda: Twilight Princess"" comes a rerelease of figma Link!\n\nUsing the smooth yet posable joints of figma, you can act out a variety of different scenes.\nHe comes with three face plates including a strong-willed and confident expression, a powerful shouting expression as well as an expression with clenched teeth.\nThe Master Sword and Hylian Shield are both included.\nThe shield can also be displayed carried on his back, just like in the game.\nAn articulated figma stand is included, which allows various poses to be taken.\n\n\nAlso Available: figma Link:  Twilight Princess ver. DX Edition\n\xe3\x80\x80\n\n'",https://www.goodsmile.info/en/product/5964/figma+Link+Twilight+Princess+ver.html
goodsmile9381,figma Styles Hoodie Outfit ,https:////images.goodsmile.info/cgm/images/product/20200324/9381/68629/large/0eca35f1d1842d0f25d6da0c5f824c1e.jpg,"

                            Max Factory
                          
",2021/01,"¥2,545
                       (Before Tax)
                      "," Materials: Cotton, Polyester, Nylon","
A casual hoodie outfit is the next outfit in the figma Styles series!
Outfit set for the figma Styles series that can be used with your figma Styles figures or 1/12th scale action figures. (Not compatible with certain products.)

Set Contents:
Hoodie
Skirt


*Please note that the actual figure and sneakers are not included.

Also available: figma Female Body (Emily) with Hoodie Outfit

",https://www.goodsmile.info/en/product/9381/figma+Styles+Hoodie+Outfit.html
goodsmile9454,Hatsune Miku: The First Dream Ver. ,https:////images.goodsmile.info/cgm/images/product/20200427/9454/69302/large/e52fb47ad4b1ab05e0f86de678274e46.jpg,"

                            Max Factory
                          
",2021/01,"¥16,000
                       (Before Tax)
                      ", Painted 1/8th scale ABS&PVC figure with stand included. Approximately 230mm in height (including base).,"
Just walking together with you is pure happiness.
From the first album created with Hatsune Miku V4 CHINESE, ""The First Dream"" comes a scale figure of Hatsune Miku based on the album's jacket illustration. Her cute and delicate appearance has been faithfully recreated in figure form. Her flowing twintails and soft, frilly skirt have been carefully sculpted, making for a charming appearance from any angle. The figure features finely detailed paintwork in order to accurately recreate the original illustration in figure form. Be sure to add her to your collection!

360° Viewer




0%




",https://www.goodsmile.info/en/product/9454/Hatsune+Miku+The+First+Dream+Ver.html
goodsmile9905,Nendoroid Chika Fujiwara ,https:////images.goodsmile.info/cgm/images/product/20200805/9905/72987/large/63774ad93d7fc3cd0b376df7b226aacf.jpg,"
                          toytec
                      ",2021/01,"¥5,500
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
The Love Detective is here!
From the popular anime series ""Kaguya-sama: Love is War"" comes a Nendoroid of Chika Fujiwara, student council secretary of Shuchiin Academy!
She comes with three face plates including a warm standard expression, an expressive crying expression and a smiling expression that really convey's Chika's excitement! Optional parts include her Love Detective hat and a special hand part that can be combined with Nendoroid Kaguya Shinomiya to display them holding hands.
The inner cardboard sheet of the packaging functions as a background sheet of the student council classroom. Various phrase plates are also included so you can recreate various scenes from the student council classroom! Be sure to add her to your collection along with Nendoroid Kaguya Shinomiya and Nendoroid Miyuki Shirogane (both sold separately)!
Set Contents

Back and Front Hair Parts
Face Plates x3
Body
Right Shoulder Part x1
Right Arm Parts x2
Right Hand Parts x2
Left Shoulder Part x1
Left Arm Parts x2
Left Hand Parts x2
Right Leg Part x1
Left Leg Part x1
Hand-Holding Hand Part
Love Detective Hat
Phrase Plate x5

",https://www.goodsmile.info/en/product/9905/Nendoroid+Chika+Fujiwara.html
goodsmile9889,b'MODEROID ARL-99 Helldiver ',https:////images.goodsmile.info/cgm/images/product/20200731/9889/72843/large/b63c78e73cd772ee65608246d862deb7.jpg,b'\n                          Good Smile Company\n                      ',2021/01,"b'\xc2\xa53,818\n                       (Before Tax)\n                      '", PS&ABS assemblable plastic model kit. 1/60 scale. Height: Approx. 135mm,"b'\nThe tiger cub Type-99 is moving out! Presenting a 1/60th scale ARL-99 Helldiver!\nFrom the anime series ""Mobile Police Patlabor"" comes a 1/60 scale plastic model kit of the ARL-99 Helldiver! The robot has been carefully recreated based on its appearance from the series. The model features several points of articulation, and its dive brakes can be displayed opened. It\'s 40mm cannon, combat knife and spare head part are all included. The model is made from ABS and PS plastic. Its various parts have been separated into different colored runners, and pre-painted parts and water-slide decals are included, making it easy to recreate the robot from the series with a simple assembly.\n\xe2\x96\xa0 MODEROID Special Site\nhttps://www.goodsmile.info/en/moderoid\n\n'",https://www.goodsmile.info/en/product/9889/MODEROID+ARL+99+Helldiver.html
goodsmile9987,Nendoroid Elsa: Travel Dress Ver. ,https:////images.goodsmile.info/cgm/images/product/20200831/9987/74328/large/c23388ec97ac0e508752ea7b4e732305.jpg,"
                          Good Smile Company
                      ",2021/01,"¥4,818
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
A Nendoroid of Elsa in a new costume!
From the hit film ""Frozen 2"" comes a new Nendoroid of the Arendelle Royal Family's eldest daughter, Elsa! Anna's somewhat grown up smiling face has carefully recreated in Nendoroid form.
Optional parts include a plastic sheet featuring Nokk, the horse made of ice, and the salamander from the film, allowing you to recreate all kinds of different scenes. She also comes with a part to display her holding hands with Nendoroid Anna: Travel Dress Ver., so be sure to display Elsa, Anna and Olaf together! Be sure to add her to your collection!
Set Contents:

Back and Front Hair Parts
Face Plates x2
Body
Right Arm Parts x2
Left Arm Parts x2
Right Hand Parts x2
Left Hand Parts x4
Right Leg Parts x2
Left Leg Parts x1
Salamander
Special Stand
Translucent Sheet of Nokk

",https://www.goodsmile.info/en/product/9987/Nendoroid+Elsa+Travel+Dress+Ver.html
goodsmile9888,b'POP UP PARADE Ruby Rose ',https:////images.goodsmile.info/cgm/images/product/20200731/9888/72832/large/8e96e841e105bc418d22c4bef26313b1.jpg,b'\n                          Good Smile Company\n                      ',2021/01,"b'\xc2\xa53,545\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale complete product with stand included. Approximately 170mm in height.,"b'\nThe first in a new series of POP UP PARADE figures from RWBY!\nPOP UP PARADE is a new series of figures that are easy to collect with affordable prices and releases planned just four months after preorders begin! Each figure stands around 17-18cm in height and the series features a vast selection of characters from popular anime and game series, with many more to be added soon!\nCreated in collaboration with Rooster Teeth, the next figure to join the POP UP PARADE series is Ruby Rose from the hit 3DCG anime ""RWBY""! Both Ruby Rose and her weapon Crescent Rose have been carefully recreated in 170mm size. Enjoy the first in the new series of POP UP PARADE figures from RWBY!\n\n\n\xe2\x96\xa0POP UP PARADE Special Site\xef\xbc\x9ahttps://special.goodsmile.info/popupparade/en/\n\n\n\xe2\x96\xa0RWBY \xc3\x97 GOOD SMILE COMPANY\xef\xbc\x9ahttps://special.goodsmile.info/rwby/en/\n\n\n\n\n\n\n\n\n\n'",https://www.goodsmile.info/en/product/9888/POP+UP+PARADE+Ruby+Rose.html
goodsmile9001,b'Medicchu Eriri Spencer Sawamura ',https:////images.goodsmile.info/cgm/images/product/20191119/9001/65360/large/36c2068177fc7626fbe17c499f08045e.jpg,b'\n                          Phat!\n                      ',2021/01,"b'\xc2\xa53,900\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale figure with stand included. Approximately 70mm in height.,"b'\nThe second figure in the Medicchu Saekano series is Eriri!\nFrom the popular anime series ""Saekano: How to Raise a Boring Girlfriend \xe2\x99\xad"" comes a cute Medicchu figure of Eriri Spencer Sawamura! Eriri is in a confident pose with her training jacket draped over her shoulders and a proud expression on her face! Be sure to add her to your collection along with Medicchu Megumi Kato available for preorder now and Medicchu Utaha Kasumigaoka coming soon!\n'",https://www.goodsmile.info/en/product/9001/Medicchu+Eriri+Spencer+Sawamura.html
goodsmile9955,HAGANE WORKS ROBOCOP ,https:////images.goodsmile.info/cgm/images/product/20200824/9955/73416/large/e60ec287fe780afef2b1217492bfbfb8.jpg,"
                          Good Smile Company
                      ",2021/01,"¥11,364
                       (Before Tax)
                      ", Painted ZnDC&ABS non-scale articulated figure with stand included. Approximately 170mm in height.,"
Armor of steel! Presenting an alloy action figure of ROBOCOP!
From the movie ""ROBOCOP"" comes an alloy-incorporated action figure of the cyborg police officer ROBOCOP!
-Alloy-Bodied Fully Articulated Action Figure-
The figure stands 17cm tall and is fully articulated. Zinc alloy is utilized in the chest and legs. The holster in his leg can be opened and closed, and his Auto 9 can be stored inside.
-Several Optional Parts Included-
Three face parts including an expression with a closed mouth, a expression as though warning his adversaries and an anguished expression are all included. Damaged head and chest parts are included as well. Open hands, closed hands, hands for holding his gun and a Terminal Strip hand are included. The Cobra Assault Cannon is included as well. The figure also comes with a display stand with storage space for the optional parts.
Be sure to display with MODEROID ED-209 (sold separately)!
",https://www.goodsmile.info/en/product/9955/HAGANE+WORKS+ROBOCOP.html
goodsmile10104,PLAMAX MF-48 minimum factory Tetsuya Naito ,https:////images.goodsmile.info/cgm/images/product/20200923/10104/74762/large/9d4b5749685735bda17efc37d717270a.jpg,"
                              Plastic Models
                            , 
                              PLAMAX
                      ", PS 1/20th scale assemblable plastic model kit. Approximately 80mm in height.,2021/01,Max Factory,"
A new minimum factory plastic model series using 3D scanning technology! The second model is of NEW JAPAN PRO-WRESTLING's Tetsuya Naito!
The second plastic model to join the new line from Max Factory's ""minimum factory"" series of plastic models is NEW JAPAN PRO-WRESTLING's Tetsuya Naito! After a detailed 3D scan with over 100 cameras, the data is converted to a mold and sculpted. Two models are included—a model that features him in his costume doing a fist bump pose and a model that features him in a cap and T-shirt in a standing pose. Decals for his T-shirt and  costume are also included.
*Adhesive is required for assembly
*The product photos show an assembled and painted complete model.
*2 model set.
",https://www.goodsmile.info/en/product/10104/PLAMAX+MF+48+minimum+factory+Tetsuya+Naito.html
goodsmile10317,[BINIVINI BABY] SOFT VINYL FIGURE Hatsune Miku ,https:////images.goodsmile.info/cgm/images/product/20201028/10317/76514/large/a185e3a319eb94017e7c4d543a69e9a2.jpg,"
                          PLM
                      ",2021/01,"¥6,900
                       (Before Tax)
                      ", Painted soft vinyl complete product. Approximately 125mm in height.,"
Hatsune Miku is the first in the BINIVINI BABY soft vinyl figure series!
Hatsune Miku is the first in the BINIVINI BABY soft vinyl figure series. Miku has been recreated in an adorable sitting pose.
",https://www.goodsmile.info/en/product/10317/BINIVINI+BABY+SOFT+VINYL+FIGURE+Hatsune+Miku.html
